"ID","Carvone","Hexadecanal","Methyl.Hexadecanoate","Ethyl.Hexadecanoate","Octadecenal","Methyl.Octadecenoate","Heneicosane","Ethyl.Octadecenoate","Ethyl.Octadecanoate","Docosane","Tricosene","Tricosane","Decanoic.Acid..Dodecyl.Ester","Tetracosane","Pentacosene","Pentacosane","Methyl.Tetradecanoate","Ethyl.Tetradecanoate","Hexadecenal","Heneicosene","Hexacosene","Hexacosane","Heptacosene","Heptacosane","Octacosane","Decanoic.acid..Hexadecyl.Ester","Octacosene","Tetracosyl.Acetate","Nonacosene","Nonacosane","Unknown1..mz.108.79..mw.402","Hexacosyl.Acetate","Triacontene","Hexadecenoic.Acid..Dodecyl.Ester","Octadecenoic.Acid..Decyl.Ester","Hentriacontene","Hentriacontane","Eicosenoic.Acid..Decyl.Ester","Tritriacontene","Tritriacontane","Unknown2..mz434.390..mw..","Octadecenoic.Acid..Hexadecyl.Ester","Unknown3..mz.464.338.265.201.127..mw..","Hexadecenoic.acid..Hexadecyl.Ester","Hexadecenoic.acid..Octadecenyl.Ester","Octadecenoic.Acid..Hexadecenyl.Ester","Octanoic.Acid","Octanoic.Acid..Ethyl.Ester","File_ID.x","treatment","colony_of_origin","HEAD.or.ABDOMEN"
2,0.72141434,0.458265135,0.011832355,0.128769829,0.07378875,0.069978657,1.28974041,1.458804218,0.079766335,0.541801143,8.080482155,9.749716362,3.210623175,2.326033042,8.895124761,10.06464999,0.007254296,0.015922348,0.064130359,0.051014929,1.642614912,1.05660061,5.435096376,6.745540339,0.630837778,0.23440222,0.21238507,3.777905612,3.55591446,5.052581086,0.576859234,3.497738133,0.431507351,0.812695966,0.340154278,3.551775499,4.152402228,3.048427232,0.380945396,0.219847379,0.050175033,0.713675141,0.282882025,0.668215249,0.029113297,0.275000563,0.180803304,0.034005753,"24_2","group","comte","ABDOMEN"
21,0.011685906,2.202431593,0.012496321,0.146060709,0.974885463,0.121218465,5.106726379,2.584007412,0.047658249,2.195980489,9.638843285,11.6938274,5.260211234,4.392383019,9.705097026,10.64968371,0.005726102,0.015737991,0.303064353,0.240214965,3.023698836,2.691610073,7.834687889,8.268826778,1.332704325,0.64695129,0.712870604,1.982504194,7.446456162,7.872399063,1.064857762,2.147149569,0.825075982,1.920752399,0.852707521,7.180872737,7.437118967,5.653110548,0.915906532,0.451646603,0.030746184,1.227285797,0.225712392,0.957651359,0.017333703,0.616451829,0.305211842,0.427599185,"43_2","group","manchego","ABDOMEN"
22,0.140479563,0.26941872,0.01930507,0.020925748,0.377723332,0.114866632,3.246603574,0.635228029,0.0509456,0.698275352,8.588041542,9.439133562,2.372202295,1.496868173,9.387403999,8.904592737,0.009285238,0.017018492,0.033168645,0.382488858,1.77504644,1.500669583,8.000621501,7.296941918,0.905541414,0.341344025,0.695279505,0.488605825,8.039529266,6.350280674,1.776224835,0.684149947,0.545140598,0.629662225,1.874536748,6.412414818,5.062868427,4.893351153,0.393489437,0.152622118,0.007827463,1.184714452,0.324261424,0.422531118,0.008010356,0.204169165,0.702079758,0.006346589,"44_2","iso","manchego","ABDOMEN"
23,0.140428351,0.140113461,0.011660016,0.144250207,0.072567861,0.059643733,1.410408008,0.832089714,0.138152298,0.479716133,6.435078205,9.300790302,0.836912546,1.807549028,8.496749291,9.336710974,0.007824341,0.026791529,0.025562475,0.105618219,0.529846341,1.404229338,6.466798434,7.842455938,0.691017594,0.024115065,0.152257983,2.743556361,4.520400395,7.374968696,0.43469991,1.92324548,0.079404298,0.082619186,0.479132499,3.393266858,5.772091961,0.750627079,0.169396831,0.168951764,0.040116714,0.070388452,0.024755674,0.109682169,0.033620154,0.049288314,0.015306969,0.01460214,"45_2","group","manchego","ABDOMEN"
24,0.01490034,0.433946271,0.013555268,0.299092547,0.208931446,0.069842375,0.743180525,1.079530614,0.305110575,0.237991029,6.092483452,8.060377102,0.878769706,0.937499128,8.445005093,8.502145221,0.00683834,0.025312078,0.025083365,0.098290684,0.587678871,0.91277715,6.637782092,7.229890326,0.550372105,0.085328662,0.172852183,0.880195782,4.711300418,6.147711172,0.51197749,0.671797397,0.089354269,0.158676829,0.29056504,2.608655683,3.719091924,2.19767409,0.140463362,0.088375852,0.008999963,0.424171513,0.034769577,0.158585816,0.008358992,0.084379232,0.010972491,0.019993435,"46_2","group","manchego","ABDOMEN"
25,0.136725739,0.352669692,0.01089264,0.199747606,0.139183781,0.053391955,1.839400708,0.705289215,0.129309725,0.441721734,6.79597622,9.280045692,1.028939149,1.482790013,8.854422099,9.262422021,0.006211572,0.020356944,0.023247617,0.101552903,0.73962769,1.479900644,7.743210308,7.916163099,0.770726607,0.045801704,0.273846601,1.78848727,6.70123085,7.070434728,0.541939402,1.263920304,0.086904429,0.160779565,0.345087013,4.778611423,4.683926988,1.744736094,0.205120266,0.108767805,0.061581072,0.237600829,0.032571589,0.161227544,0.042338269,0.081997318,0.003093224,0.015679311,"47_2","group","manchego","ABDOMEN"
26,0.222812511,0.366329044,0.022026551,0.180940924,0.109884158,0.087066945,3.517893864,0.674011149,0.192405228,1.205986497,7.983063533,10.89682324,1.910381213,3.318907305,9.33452053,10.27301255,0.007825708,0.03037457,0.027769459,0.151183298,1.15018338,2.417331827,8.061433854,8.370903281,1.178110257,0.03539549,0.426723479,5.644571631,7.554235235,7.904464281,0.643990218,3.179118575,0.103518516,0.12257845,0.27909062,6.05418503,6.705409799,1.475775549,0.324320717,0.220293617,0.158481918,0.193092276,0.029212477,0.205904725,0.152901623,0.116007621,0.008696229,0.00686314,"48_2","group","manchego","ABDOMEN"
27,0.18116355,0.462051414,0.011319365,0.014072962,0.087215765,0.06738792,3.207455698,0.45253726,0.022432878,0.572403652,7.71508909,8.781098213,1.660121572,1.011713551,8.763313631,8.276296243,0.006345426,0.013250914,0.025219371,0.33007892,1.09694204,0.861100969,7.091040815,6.707389296,0.541250626,0.399226405,0.281842318,0.486477164,5.139318433,4.365992507,1.045706499,1.542654075,0.549860397,0.823321722,1.373369391,2.527150198,1.980594094,5.897765914,0.165366945,0.061710036,0.005157825,2.041356309,0.265314795,0.389563599,0.003172244,0.127848663,0.004133039,0.000456493,"49_2","iso","manchego","ABDOMEN"
28,0.257159141,0.266939718,0.013784808,0.047651714,0.051403058,0.113661505,5.687608793,1.474443353,0.062434363,3.65160851,8.425103085,12.46479297,3.075967746,6.011833992,8.601107138,11.28670632,0.00764267,0.018245885,0.032907428,0.073221269,1.060842561,3.245568612,5.59207752,8.67289913,1.401598323,0.095914944,0.205511019,9.054534069,4.611933558,8.416467122,0.601800012,9.079131288,0.15581334,0.130102234,0.291568048,4.771897299,7.644436624,1.061450942,0.42382529,0.461778537,0.876328402,0.102506457,0.204199655,0.274273281,0.391102369,0.093192408,0.009616839,0.012045422,"50_2","group","ec","ABDOMEN"
29,0.120214233,0.237705389,0.011450805,0.169232216,0.072845313,0.071249735,3.989070008,1.402832848,0.070249066,2.18510919,8.402732244,11.27361476,2.935144683,4.484971168,8.547113122,10.4129849,0.007730715,0.0231518,0.04694573,0.069521177,1.020348799,1.830934641,5.279621718,7.879076281,0.794950917,0.161837991,0.176549482,6.31632681,3.8037732,7.388244211,0.605711462,6.130348138,0.144624572,0.111257238,0.131615103,3.466682054,5.655536847,0.924977074,0.224594126,0.202500643,0.168739204,0.099025464,0.294488173,0.162537812,0.070604151,0.050775081,0.370262661,0.43526135,"51_2","group","ec","ABDOMEN"
3,0.706353508,0.036881311,0.009157396,0.060693283,0.045142376,0.055334409,1.403986215,1.872491864,0.485380231,0.748151003,7.263663134,10.07051297,1.983673347,3.173043196,8.61526185,10.29665858,0.007860275,0.021912855,0.02590227,0.038059874,0.771051251,1.105297024,4.998804465,7.102568851,0.511180565,0.001938273,0.140106742,7.370788333,3.368541484,5.643500469,0.435188199,6.996482464,0.062972696,0.041381478,0.223841501,3.219252157,4.070900347,0.608295217,0.239043802,0.168670531,0.260590717,0.001054138,0.022280048,0.158788054,0.111793745,0.045990535,0.009408144,0.000797639,"25_2","group","comte","ABDOMEN"
30,1.817213021,0.103552911,0.012941023,0.047469945,0.056807737,0.172747588,7.121936594,1.789909012,0.132314311,4.348412136,10.49110431,12.9348729,5.076123407,5.827484375,9.513976854,11.05474479,0.008198892,0.018779224,0.028203307,0.237643514,1.85382239,3.250221375,6.465948632,8.488577754,1.540947284,0.071480811,0.441155671,8.646187521,6.22950262,8.589086168,1.537858382,7.474419654,0.117601757,0.05133914,0.252944067,7.072322954,8.624330218,0.985099818,1.257650279,0.952090002,0.695345786,0.050783248,0.126694217,0.265733747,0.27363705,0.077571192,0.017780643,0.008526094,"52_2","group","ec","ABDOMEN"
31,0.119182523,0.119307425,0.011887932,0.148090453,0.077180087,0.104794748,5.589046376,2.110171066,0.625983685,3.579264038,9.331741569,12.78389814,4.649483834,6.569363889,9.406613398,11.83018704,0.008235959,0.025193174,0.035362085,0.091683906,1.930289893,3.656014935,6.356723509,8.686983472,1.588455811,0.344903561,0.42051733,8.969293823,5.683013512,8.247100073,1.348943315,8.446368902,0.327296931,0.268676276,0.355565123,5.423065799,7.17369807,2.534113089,0.451639687,0.358574491,1.180330169,0.583950081,0.539594752,0.469313177,0.493853835,0.184956724,0.055403068,0.059209056,"53_2","group","ec","ABDOMEN"
32,0.021776828,0.038024069,0.016779353,0.058969963,0.088354584,0.123480322,5.378135481,0.588725619,0.068144425,2.8561455,8.226815381,11.63962372,2.656244227,4.585783097,8.491722051,10.18514859,0.009371833,0.023378213,0.030412172,0.11056322,0.719003297,1.388526612,5.079064314,7.301280118,0.571211404,0.030729614,0.154581838,7.857136954,3.555409701,6.279390982,0.719307705,7.039188334,0.067104605,0.027321739,0.160079039,3.131474301,3.845653158,0.545511156,0.185162639,0.118908917,0.170282725,0.037618843,0.020094812,0.142478345,0.07228344,0.066145783,0.009113655,0.003934158,"54_2","group","ec","ABDOMEN"
33,0.014199068,0.039735904,0.015930253,0.03281217,0.071156486,0.141732874,6.320609713,1.386343398,0.053299156,3.545399411,10.14585199,12.12902294,4.924262919,5.338092241,9.517718821,10.53472963,0.008262379,0.015161688,0.026137339,0.179900232,1.529998691,1.63059502,6.140911436,7.39988277,0.749025507,0.30050313,0.340562074,8.391536198,5.196929759,6.422538266,1.364567215,7.548869788,0.32702622,0.208584177,0.374155469,4.87841631,4.502171393,2.208448201,0.377528127,0.178634974,0.310580396,0.884284284,0.091749064,0.673053757,0.1511932,0.475582776,0.07303737,0.006482813,"55_2","group","ec","ABDOMEN"
34,0.017898511,0.040685703,0.010666936,0.030787249,0.098410733,0.121146671,6.484441721,1.285778205,0.039126554,3.988506774,9.912814079,12.54762908,4.693073571,5.996073559,9.411591855,10.98450558,0.007423254,0.016544411,0.030158071,0.162374934,1.477133482,1.863338694,5.850957661,7.563336669,0.834103499,0.274640996,0.29791422,8.076790289,4.708506756,6.723926323,1.373668145,7.405655606,0.3084418,0.193729315,0.586469722,4.370132464,4.720486219,2.168729075,0.315854205,0.17529461,0.182875573,0.801039233,0.072150191,0.389879451,0.075443665,0.159905572,0.038897842,0.003610516,"56_2","group","ec","ABDOMEN"
35,0.016070026,0.037431654,0.009787666,0.028313096,0.052592496,0.081352085,4.746698348,0.427296945,0.030143939,2.632926125,8.153459173,11.74534811,2.893599915,5.180235487,8.696890321,10.68146877,0.007038594,0.015745273,0.026376118,0.067940451,0.823903171,1.59492501,5.293070725,7.635981435,0.640187446,0.070503193,0.181467678,7.758427337,3.81528099,6.712018066,0.699939863,7.830926217,0.116686002,0.064596939,0.221347761,3.473468827,4.631946799,0.743786172,0.228294033,0.169146192,0.159229558,0.102255457,0.024072274,0.18928974,0.073739287,0.087538413,0.018854033,0.008831547,"57_2","group","ec","ABDOMEN"
36,0.503025163,0.109675003,0.009862299,0.011997211,0.111097195,0.06201138,3.245548584,0.120624159,0.016011842,0.497539372,7.221891396,8.920543299,1.629056988,1.129925904,8.462161,8.408745683,0.00656506,0.013274853,0.021933825,0.145138681,0.992732748,1.005624893,6.752621351,7.326418345,0.488148836,0.053208558,0.376545704,0.314972075,5.845868653,5.521048374,0.65757412,0.304638629,0.071825502,0.037584902,0.20671862,4.204113354,2.548902482,0.642697705,0.123981667,0.050802455,0.001563394,0.142227455,0.018584175,0.095767878,0.001593407,0.058525169,0.006472555,0.000373086,"58_2","iso","ec","ABDOMEN"
37,0.066349476,0.180934729,0.008457877,0.10584978,0.066989694,0.088408945,4.608027877,1.387012201,0.505638562,1.991603215,8.06332161,11.64393474,2.271656279,3.829439312,8.58792915,10.40899233,0.005978634,0.024920002,0.030533609,0.066775757,0.86525561,2.008666285,5.883786456,8.340171058,0.987131654,0.091474694,0.20479549,5.266838847,5.077299549,8.310210049,0.776342594,4.987664398,0.146145179,0.13055902,0.279996503,5.769084536,8.387504314,1.213250887,0.587228709,0.762048382,0.286812097,0.142214237,0.144864646,0.247460663,0.192021738,0.097253027,0.0156894,0.068757837,"59_2","group","ec","ABDOMEN"
38,0.036885927,0.899581867,0.010592821,0.16515391,0.330600501,0.094575482,5.115784787,2.308442571,1.87158541,2.159703285,8.275756508,11.55858803,2.836044775,3.960698707,8.843243655,10.39799614,0.006272449,0.021919175,0.053798095,0.083516088,1.3484041,2.683395091,6.304118569,8.704807546,1.336706922,0.370091776,0.341551412,6.097992836,5.764540477,8.379968427,1.567316233,5.09644395,0.241005425,0.164180656,0.421439708,5.830421185,7.620305635,1.944746034,0.477090282,0.408057504,0.347058886,0.568070774,0.624641375,0.317004666,0.218781844,0.144586426,0.001484515,0.018585413,"60_2","group","ec","ABDOMEN"
39,0.084062307,1.265492391,0.013006249,0.111523483,1.098097341,0.109725445,6.159761397,1.949641598,0.077803459,3.020537696,9.815321291,11.97572225,4.451178269,4.93323759,9.362512768,10.8332746,0.007453314,0.022837971,0.117722223,0.223716017,2.004170434,3.156665296,6.639047545,8.749414801,1.621918893,0.725578449,0.57849727,8.638137643,6.614846613,8.552937791,2.061677581,8.399038152,0.56781281,0.293501241,1.002458613,6.907284964,8.279458423,3.147154155,0.842109849,0.596383198,0.887898419,1.915752318,1.206454545,0.781894926,0.425190862,0.442856263,0.006316276,0.039234875,"61_2","group","ec","ABDOMEN"
