File_ID,Carvone,Hexadecanal,Methyl Hexadecanoate,Ethyl Hexadecanoate,Octadecenal,Methyl Octadecenoate,Heneicosane,Ethyl Octadecenoate,Ethyl Octadecanoate,Docosane,Tricosene,Tricosane,"Decanoic Acid, Dodecyl Ester",Tetracosane,Pentacosene,Pentacosane,Methyl Tetradecanoate,Ethyl Tetradecanoate,Hexadecenal,Heneicosene,Hexacosene,Hexacosane,Heptacosene,Heptacosane,Octacosane,"Decanoic acid, Hexadecyl Ester",Octacosene,Tetracosyl Acetate,Nonacosene,Nonacosane,"Unknown1, mz 108,79; mw=402",Hexacosyl Acetate,Triacontene,"Hexadecenoic Acid, Dodecyl Ester","Octadecenoic Acid, Decyl Ester",Hentriacontene,Hentriacontane,"Eicosenoic Acid, Decyl Ester",Tritriacontene,Tritriacontane,"Unknown2, mz434,390; mw=?","Octadecenoic Acid, Hexadecyl Ester","Unknown3, mz 464,338,265,201,127; mw=?","Hexadecenoic acid, Hexadecyl Ester","Hexadecenoic acid, Octadecenyl Ester","Octadecenoic Acid, Hexadecenyl Ester",Octanoic Acid,"Octanoic Acid, Ethyl Ester"
43_2.cdf,0.011685906,2.202431593,0.012496321,0.146060709,0.974885463,0.121218465,5.106726379,2.584007412,0.047658249,2.195980489,9.638843285,11.6938274,5.260211234,4.392383019,9.705097026,10.64968371,0.005726102,0.015737991,0.303064353,0.240214965,3.023698836,2.691610073,7.834687889,8.268826778,1.332704325,0.64695129,0.712870604,1.982504194,7.446456162,7.872399063,1.064857762,2.147149569,0.825075982,1.920752399,0.852707521,7.180872737,7.437118967,5.653110548,0.915906532,0.451646603,0.030746184,1.227285797,0.225712392,0.957651359,0.017333703,0.616451829,0.305211842,0.427599185
44_2.cdf,0.140479563,0.26941872,0.01930507,0.020925748,0.377723332,0.114866632,3.246603574,0.635228029,0.0509456,0.698275352,8.588041542,9.439133562,2.372202295,1.496868173,9.387403999,8.904592737,0.009285238,0.017018492,0.033168645,0.382488858,1.77504644,1.500669583,8.000621501,7.296941918,0.905541414,0.341344025,0.695279505,0.488605825,8.039529266,6.350280674,1.776224835,0.684149947,0.545140598,0.629662225,1.874536748,6.412414818,5.062868427,4.893351153,0.393489437,0.152622118,0.007827463,1.184714452,0.324261424,0.422531118,0.008010356,0.204169165,0.702079758,0.006346589
45_2.cdf,0.140428351,0.140113461,0.011660016,0.144250207,0.072567861,0.059643733,1.410408008,0.832089714,0.138152298,0.479716133,6.435078205,9.300790302,0.836912546,1.807549028,8.496749291,9.336710974,0.007824341,0.026791529,0.025562475,0.105618219,0.529846341,1.404229338,6.466798434,7.842455938,0.691017594,0.024115065,0.152257983,2.743556361,4.520400395,7.374968696,0.43469991,1.92324548,0.079404298,0.082619186,0.479132499,3.393266858,5.772091961,0.750627079,0.169396831,0.168951764,0.040116714,0.070388452,0.024755674,0.109682169,0.033620154,0.049288314,0.015306969,0.01460214
46_2.cdf,0.01490034,0.433946271,0.013555268,0.299092547,0.208931446,0.069842375,0.743180525,1.079530614,0.305110575,0.237991029,6.092483452,8.060377102,0.878769706,0.937499128,8.445005093,8.502145221,0.00683834,0.025312078,0.025083365,0.098290684,0.587678871,0.91277715,6.637782092,7.229890326,0.550372105,0.085328662,0.172852183,0.880195782,4.711300418,6.147711172,0.51197749,0.671797397,0.089354269,0.158676829,0.29056504,2.608655683,3.719091924,2.19767409,0.140463362,0.088375852,0.008999963,0.424171513,0.034769577,0.158585816,0.008358992,0.084379232,0.010972491,0.019993435
47_2.cdf,0.136725739,0.352669692,0.01089264,0.199747606,0.139183781,0.053391955,1.839400708,0.705289215,0.129309725,0.441721734,6.79597622,9.280045692,1.028939149,1.482790013,8.854422099,9.262422021,0.006211572,0.020356944,0.023247617,0.101552903,0.73962769,1.479900644,7.743210308,7.916163099,0.770726607,0.045801704,0.273846601,1.78848727,6.70123085,7.070434728,0.541939402,1.263920304,0.086904429,0.160779565,0.345087013,4.778611423,4.683926988,1.744736094,0.205120266,0.108767805,0.061581072,0.237600829,0.032571589,0.161227544,0.042338269,0.081997318,0.003093224,0.015679311
48_2.cdf,0.222812511,0.366329044,0.022026551,0.180940924,0.109884158,0.087066945,3.517893864,0.674011149,0.192405228,1.205986497,7.983063533,10.89682324,1.910381213,3.318907305,9.33452053,10.27301255,0.007825708,0.03037457,0.027769459,0.151183298,1.15018338,2.417331827,8.061433854,8.370903281,1.178110257,0.03539549,0.426723479,5.644571631,7.554235235,7.904464281,0.643990218,3.179118575,0.103518516,0.12257845,0.27909062,6.05418503,6.705409799,1.475775549,0.324320717,0.220293617,0.158481918,0.193092276,0.029212477,0.205904725,0.152901623,0.116007621,0.008696229,0.00686314
49_2.cdf,0.18116355,0.462051414,0.011319365,0.014072962,0.087215765,0.06738792,3.207455698,0.45253726,0.022432878,0.572403652,7.71508909,8.781098213,1.660121572,1.011713551,8.763313631,8.276296243,0.006345426,0.013250914,0.025219371,0.33007892,1.09694204,0.861100969,7.091040815,6.707389296,0.541250626,0.399226405,0.281842318,0.486477164,5.139318433,4.365992507,1.045706499,1.542654075,0.549860397,0.823321722,1.373369391,2.527150198,1.980594094,5.897765914,0.165366945,0.061710036,0.005157825,2.041356309,0.265314795,0.389563599,0.003172244,0.127848663,0.004133039,0.000456493
4_2.cdf,0.014214722,0.011345029,0.010473759,0.030037152,0.010453163,0.019107488,0.111704621,0.038567779,0.00853861,0.041499012,4.31474992,6.78288118,0.274603841,0.306797225,7.06961198,8.143142266,0.004255014,0.007880802,0.009286702,0.011971942,0.381681017,0.290689525,1.918805115,3.215135771,0.260031124,0,0.07330467,0.447411889,0.70268785,1.382713635,0.278669685,0.328962111,0.015594534,0.015549374,0.009662495,0.586792945,0.69743539,0.279898424,0.050894306,0.042556711,0.005203447,0.000403449,0.000421389,0.016327445,0.003726807,0.002433648,0.000262177,0.000307233
50_2.cdf,0.257159141,0.266939718,0.013784808,0.047651714,0.051403058,0.113661505,5.687608793,1.474443353,0.062434363,3.65160851,8.425103085,12.46479297,3.075967746,6.011833992,8.601107138,11.28670632,0.00764267,0.018245885,0.032907428,0.073221269,1.060842561,3.245568612,5.59207752,8.67289913,1.401598323,0.095914944,0.205511019,9.054534069,4.611933558,8.416467122,0.601800012,9.079131288,0.15581334,0.130102234,0.291568048,4.771897299,7.644436624,1.061450942,0.42382529,0.461778537,0.876328402,0.102506457,0.204199655,0.274273281,0.391102369,0.093192408,0.009616839,0.012045422
51_2.cdf,0.120214233,0.237705389,0.011450805,0.169232216,0.072845313,0.071249735,3.989070008,1.402832848,0.070249066,2.18510919,8.402732244,11.27361476,2.935144683,4.484971168,8.547113122,10.4129849,0.007730715,0.0231518,0.04694573,0.069521177,1.020348799,1.830934641,5.279621718,7.879076281,0.794950917,0.161837991,0.176549482,6.31632681,3.8037732,7.388244211,0.605711462,6.130348138,0.144624572,0.111257238,0.131615103,3.466682054,5.655536847,0.924977074,0.224594126,0.202500643,0.168739204,0.099025464,0.294488173,0.162537812,0.070604151,0.050775081,0.370262661,0.43526135
